CO2_1;CO2_2;CO2_medium;Temp_1;Temp_2;Temp_medium;Accuracy_1;Accuracy_2;Min_CO2_1;Min_CO2_2; time
427.000;405.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;284.000;
426.000;405.000;415.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;285.000;
426.000;405.000;415.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;286.000;
425.000;405.000;415.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;287.000;
425.000;405.000;415.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;288.000;
425.000;405.000;415.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;289.000;
424.000;405.000;414.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;290.000;
424.000;404.000;414.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;291.000;
424.000;404.000;414.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;292.000;
424.000;404.000;414.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;293.000;
424.000;404.000;414.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;294.000;
423.000;403.000;413.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;295.000;
423.000;403.000;413.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;296.000;
423.000;403.000;413.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;297.000;
422.000;403.000;412.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;298.000;
422.000;403.000;412.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;299.000;
CO2_1;CO2_2;CO2_medium;Temp_1;Temp_2;Temp_medium;Accuracy_1;Accuracy_2;Min_CO2_1;Min_CO2_2; time
404.000;390.000;397.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;0.000;
396.000;384.000;390.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;1.000;
395.000;384.000;389.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;2.000;
395.000;383.000;389.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;3.000;
395.000;383.000;389.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;4.000;
395.000;383.000;389.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;5.000;
394.000;383.000;388.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;6.000;
394.000;383.000;388.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;7.000;
393.000;383.000;388.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;8.000;
393.000;382.000;387.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;9.000;
393.000;382.000;387.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;10.000;
393.000;382.000;387.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;11.000;
393.000;382.000;387.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;12.000;
393.000;382.000;387.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;13.000;
393.000;381.000;387.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;14.000;
393.000;381.000;387.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;15.000;
392.000;381.000;386.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;16.000;
392.000;381.000;386.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;17.000;
392.000;381.000;386.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;18.000;
392.000;380.000;386.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;19.000;
392.000;380.000;386.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;20.000;
391.000;380.000;385.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;21.000;
391.000;379.000;385.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;22.000;
392.000;379.000;385.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;23.000;
391.000;379.000;385.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;24.000;
391.000;378.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;25.000;
391.000;378.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;26.000;
391.000;378.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;27.000;
391.000;377.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;28.000;
391.000;377.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;29.000;
391.000;377.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;30.000;
391.000;377.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;31.000;
390.000;377.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;32.000;
390.000;377.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;33.000;
390.000;376.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;34.000;
390.000;376.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;35.000;
390.000;376.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;36.000;
390.000;376.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;37.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;38.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;39.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;40.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;41.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;42.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;43.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;44.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;45.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;46.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;47.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;48.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;49.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;50.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;51.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;52.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;53.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;54.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;55.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;56.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;57.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;58.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;59.000;
391.000;376.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;60.000;
392.000;376.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;61.000;
392.000;376.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;62.000;
392.000;376.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;63.000;
392.000;376.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;64.000;
393.000;376.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;65.000;
393.000;376.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;66.000;
393.000;375.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;67.000;
393.000;375.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;68.000;
393.000;375.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;69.000;
393.000;375.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;70.000;
393.000;374.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;71.000;
393.000;374.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;72.000;
393.000;374.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;73.000;
393.000;373.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;74.000;
393.000;373.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;75.000;
393.000;373.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;76.000;
394.000;372.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;77.000;
394.000;372.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;78.000;
394.000;372.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;79.000;
394.000;372.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;80.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;81.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;82.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;83.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;84.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;85.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;86.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;87.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;88.000;
397.000;371.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;89.000;
397.000;371.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;90.000;
397.000;371.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;91.000;
397.000;371.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;92.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;93.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;94.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;95.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;96.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;97.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;98.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;99.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;100.000;
397.000;372.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;101.000;
396.000;372.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;102.000;
396.000;372.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;103.000;
396.000;372.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;104.000;
396.000;372.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;105.000;
396.000;372.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;106.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;107.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;108.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;109.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;110.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;111.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;112.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;113.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;114.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;115.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;116.000;
396.000;370.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;117.000;
396.000;370.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;118.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;119.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;120.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;121.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;122.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;123.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;124.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;125.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;126.000;
395.000;370.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;127.000;
395.000;369.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;128.000;
395.000;369.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;129.000;
395.000;369.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;130.000;
395.000;369.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;131.000;
395.000;369.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;132.000;
395.000;369.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;133.000;
395.000;369.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;134.000;
395.000;368.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;135.000;
395.000;368.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;136.000;
395.000;368.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;137.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;138.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;139.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;140.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;141.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;142.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;143.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;144.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;145.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;146.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;147.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;148.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;149.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;150.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;151.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;152.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;153.000;
396.000;367.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;154.000;
396.000;367.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;155.000;
396.000;367.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;156.000;
397.000;368.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;157.000;
397.000;368.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;158.000;
397.000;368.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;159.000;
398.000;368.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;160.000;
398.000;369.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;161.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;162.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;163.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;164.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;165.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;166.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;167.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;168.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;169.000;
396.000;369.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;170.000;
396.000;369.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;171.000;
396.000;369.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;172.000;
396.000;368.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;173.000;
396.000;368.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;174.000;
396.000;368.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;175.000;
396.000;368.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;176.000;
396.000;368.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;177.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;178.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;179.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;180.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;181.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;182.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;183.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;184.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;185.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;186.000;
395.000;368.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;187.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;188.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;189.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;190.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;191.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;192.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;193.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;194.000;
393.000;367.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;195.000;
393.000;367.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;196.000;
393.000;367.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;197.000;
393.000;367.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;198.000;
393.000;367.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;199.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;200.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;201.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;202.000;
395.000;366.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;203.000;
395.000;366.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;204.000;
395.000;366.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;205.000;
395.000;366.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;206.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;207.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;208.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;209.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;210.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;211.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;212.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;213.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;214.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;215.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;216.000;
394.000;366.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;217.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;218.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;219.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;220.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;221.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;222.000;
392.000;366.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;223.000;
392.000;366.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;224.000;
392.000;366.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;225.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;226.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;227.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;228.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;229.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;230.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;231.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;232.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;233.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;234.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;235.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;236.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;237.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;238.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;239.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;240.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;241.000;
393.000;365.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;242.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;243.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;244.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;245.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;246.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;247.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;248.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;249.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;250.000;
392.000;365.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;251.000;
392.000;366.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;252.000;
392.000;366.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;253.000;
392.000;366.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;254.000;
392.000;366.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;255.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;256.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;257.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;258.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;259.000;
393.000;366.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;260.000;
393.000;367.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;261.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;262.000;
394.000;367.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;263.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;264.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;265.000;
395.000;367.000;381.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;266.000;
395.000;368.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;267.000;
396.000;368.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;268.000;
396.000;368.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;269.000;
396.000;369.000;382.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;270.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;271.000;
397.000;369.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;272.000;
398.000;369.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;273.000;
398.000;369.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;274.000;
398.000;369.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;275.000;
398.000;370.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;276.000;
398.000;370.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;277.000;
398.000;370.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;278.000;
398.000;370.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;279.000;
398.000;370.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;280.000;
397.000;370.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;281.000;
397.000;370.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;282.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;283.000;
396.000;371.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;284.000;
