CO2_1;CO2_2;CO2_medium;Temp_1;Temp_2;Temp_medium;Accuracy_1;Accuracy_2;Min_CO2_1;Min_CO2_2; time
604.000;578.000;591.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;283.000;
603.000;577.000;590.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;284.000;
602.000;575.000;588.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;285.000;
601.000;574.000;587.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;286.000;
600.000;572.000;586.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;287.000;
599.000;570.000;584.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;288.000;
598.000;569.000;583.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;289.000;
597.000;567.000;582.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;290.000;
596.000;567.000;581.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;291.000;
594.000;565.000;579.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;292.000;
593.000;564.000;578.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;293.000;
591.000;563.000;577.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;294.000;
590.000;561.000;575.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;295.000;
588.000;560.000;574.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;296.000;
587.000;559.000;573.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;297.000;
586.000;558.000;572.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;298.000;
584.000;557.000;570.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;299.000;
CO2_1;CO2_2;CO2_medium;Temp_1;Temp_2;Temp_medium;Accuracy_1;Accuracy_2;Min_CO2_1;Min_CO2_2; time
516.000;497.000;506.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;0.000;
484.000;469.000;476.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;1.000;
484.000;470.000;477.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;2.000;
484.000;470.000;477.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;3.000;
484.000;471.000;477.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;4.000;
484.000;471.000;477.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;5.000;
483.000;471.000;477.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;6.000;
483.000;471.000;477.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;7.000;
483.000;471.000;477.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;8.000;
483.000;471.000;477.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;9.000;
482.000;471.000;476.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;10.000;
482.000;471.000;476.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;11.000;
482.000;471.000;476.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;12.000;
482.000;470.000;476.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;13.000;
481.000;470.000;475.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;14.000;
480.000;470.000;475.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;15.000;
480.000;469.000;474.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;16.000;
480.000;468.000;474.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;17.000;
479.000;468.000;473.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;18.000;
479.000;467.000;473.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;19.000;
478.000;467.000;472.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;20.000;
477.000;467.000;472.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;21.000;
477.000;467.000;472.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;22.000;
477.000;466.000;471.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;23.000;
476.000;466.000;471.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;24.000;
476.000;465.000;470.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;25.000;
475.000;465.000;470.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;26.000;
475.000;465.000;470.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;27.000;
474.000;464.000;469.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;28.000;
474.000;464.000;469.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;29.000;
474.000;464.000;469.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;30.000;
473.000;463.000;468.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;31.000;
473.000;463.000;468.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;32.000;
473.000;463.000;468.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;33.000;
473.000;463.000;468.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;34.000;
472.000;462.000;467.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;35.000;
472.000;461.000;466.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;36.000;
472.000;461.000;466.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;37.000;
472.000;461.000;466.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;38.000;
472.000;460.000;466.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;39.000;
471.000;460.000;465.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;40.000;
471.000;459.000;465.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;41.000;
471.000;458.000;464.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;42.000;
471.000;458.000;464.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;43.000;
471.000;458.000;464.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;44.000;
471.000;457.000;464.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;45.000;
471.000;456.000;463.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;46.000;
471.000;456.000;463.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;47.000;
470.000;456.000;463.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;48.000;
470.000;456.000;463.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;49.000;
470.000;455.000;462.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;50.000;
469.000;455.000;462.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;51.000;
469.000;454.000;461.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;52.000;
468.000;454.000;461.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;53.000;
468.000;454.000;461.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;54.000;
468.000;454.000;461.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;55.000;
467.000;453.000;460.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;56.000;
467.000;453.000;460.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;57.000;
467.000;453.000;460.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;58.000;
467.000;453.000;460.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;59.000;
466.000;453.000;459.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;60.000;
466.000;452.000;459.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;61.000;
466.000;452.000;459.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;62.000;
466.000;452.000;459.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;63.000;
466.000;451.000;458.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;64.000;
466.000;451.000;458.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;65.000;
465.000;451.000;458.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;66.000;
466.000;450.000;458.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;67.000;
465.000;450.000;457.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;68.000;
465.000;449.000;457.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;69.000;
465.000;449.000;457.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;70.000;
465.000;449.000;457.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;71.000;
464.000;449.000;456.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;72.000;
464.000;449.000;456.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;73.000;
464.000;449.000;456.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;74.000;
464.000;448.000;456.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;75.000;
464.000;448.000;456.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;76.000;
463.000;448.000;455.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;77.000;
463.000;448.000;455.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;78.000;
463.000;447.000;455.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;79.000;
463.000;447.000;455.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;80.000;
463.000;447.000;455.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;81.000;
462.000;447.000;454.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;82.000;
462.000;446.000;454.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;83.000;
461.000;446.000;453.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;84.000;
461.000;446.000;453.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;85.000;
461.000;446.000;453.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;86.000;
461.000;446.000;453.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;87.000;
460.000;446.000;453.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;88.000;
459.000;445.000;452.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;89.000;
459.000;445.000;452.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;90.000;
458.000;445.000;451.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;91.000;
458.000;444.000;451.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;92.000;
458.000;444.000;451.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;93.000;
457.000;444.000;450.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;94.000;
457.000;443.000;450.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;95.000;
456.000;443.000;449.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;96.000;
456.000;443.000;449.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;97.000;
456.000;442.000;449.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;98.000;
456.000;442.000;449.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;99.000;
456.000;442.000;449.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;100.000;
455.000;442.000;448.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;101.000;
455.000;442.000;448.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;102.000;
454.000;441.000;447.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;103.000;
454.000;441.000;447.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;104.000;
453.000;441.000;447.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;105.000;
453.000;440.000;446.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;106.000;
453.000;440.000;446.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;107.000;
452.000;440.000;446.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;108.000;
452.000;439.000;445.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;109.000;
451.000;438.000;444.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;110.000;
451.000;438.000;444.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;111.000;
450.000;438.000;444.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;112.000;
449.000;437.000;443.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;113.000;
449.000;436.000;442.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;114.000;
448.000;436.000;442.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;115.000;
447.000;435.000;441.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;116.000;
446.000;434.000;440.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;117.000;
446.000;433.000;439.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;118.000;
445.000;432.000;438.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;119.000;
444.000;431.000;437.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;120.000;
443.000;430.000;436.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;121.000;
442.000;428.000;435.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;122.000;
441.000;427.000;434.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;123.000;
440.000;425.000;432.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;124.000;
439.000;424.000;431.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;125.000;
438.000;423.000;430.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;126.000;
437.000;422.000;429.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;127.000;
436.000;421.000;428.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;128.000;
435.000;419.000;427.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;129.000;
434.000;418.000;426.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;130.000;
434.000;417.000;425.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;131.000;
433.000;416.000;424.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;132.000;
432.000;414.000;423.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;133.000;
432.000;414.000;423.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;134.000;
431.000;412.000;421.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;135.000;
431.000;412.000;421.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;136.000;
430.000;411.000;420.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;137.000;
430.000;410.000;420.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;138.000;
430.000;410.000;420.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;139.000;
430.000;409.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;140.000;
429.000;408.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;141.000;
429.000;408.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;142.000;
429.000;408.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;143.000;
429.000;408.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;144.000;
429.000;407.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;145.000;
430.000;407.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;146.000;
430.000;407.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;147.000;
430.000;407.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;148.000;
430.000;407.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;149.000;
430.000;407.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;150.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;151.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;152.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;153.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;154.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;155.000;
432.000;407.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;156.000;
432.000;408.000;420.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;157.000;
432.000;408.000;420.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;158.000;
432.000;408.000;420.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;159.000;
432.000;408.000;420.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;160.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;161.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;162.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;163.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;164.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;165.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;166.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;167.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;168.000;
431.000;408.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;169.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;170.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;171.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;172.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;173.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;174.000;
431.000;407.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;175.000;
432.000;407.000;419.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;176.000;
432.000;406.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;177.000;
432.000;406.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;178.000;
432.000;406.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;179.000;
432.000;406.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;180.000;
432.000;406.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;181.000;
432.000;406.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;182.000;
432.000;405.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;183.000;
433.000;405.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;184.000;
433.000;405.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;185.000;
433.000;405.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;186.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;187.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;188.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;189.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;190.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;191.000;
432.000;403.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;192.000;
432.000;403.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;193.000;
432.000;403.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;194.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;195.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;196.000;
431.000;402.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;197.000;
431.000;402.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;198.000;
430.000;402.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;199.000;
430.000;403.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;200.000;
430.000;403.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;201.000;
430.000;403.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;202.000;
429.000;403.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;203.000;
429.000;403.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;204.000;
429.000;403.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;205.000;
429.000;403.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;206.000;
430.000;403.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;207.000;
430.000;403.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;208.000;
430.000;403.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;209.000;
430.000;403.000;416.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;210.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;211.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;212.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;213.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;214.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;215.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;216.000;
431.000;403.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;217.000;
432.000;403.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;218.000;
432.000;403.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;219.000;
432.000;403.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;220.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;221.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;222.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;223.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;224.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;225.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;226.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;227.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;228.000;
432.000;402.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;229.000;
433.000;402.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;230.000;
433.000;402.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;231.000;
433.000;402.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;232.000;
433.000;402.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;233.000;
433.000;402.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;234.000;
433.000;402.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;235.000;
433.000;403.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;236.000;
433.000;403.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;237.000;
433.000;403.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;238.000;
433.000;403.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;239.000;
433.000;403.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;240.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;241.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;242.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;243.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;244.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;245.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;246.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;247.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;248.000;
433.000;404.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;249.000;
433.000;405.000;419.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;250.000;
432.000;405.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;251.000;
432.000;405.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;252.000;
432.000;405.000;418.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;253.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;254.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;255.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;256.000;
432.000;404.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;257.000;
431.000;404.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;258.000;
431.000;404.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;259.000;
431.000;404.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;260.000;
431.000;404.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;261.000;
431.000;404.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;262.000;
431.000;404.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;263.000;
431.000;404.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;264.000;
431.000;405.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;265.000;
431.000;405.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;266.000;
431.000;405.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;267.000;
431.000;405.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;268.000;
431.000;405.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;269.000;
430.000;405.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;270.000;
430.000;406.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;271.000;
430.000;406.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;272.000;
430.000;406.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;273.000;
430.000;406.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;274.000;
430.000;406.000;418.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;275.000;
429.000;406.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;276.000;
429.000;406.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;277.000;
429.000;406.000;417.500;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;278.000;
428.000;406.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;279.000;
428.000;406.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;280.000;
428.000;406.000;417.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;281.000;
427.000;405.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;282.000;
427.000;405.000;416.000;21.000;19.000;20.000;0.000;0.000;0.000;3328.000;283.000;
